order_id,order_date,customer_id,product,quantity,price,order_value,order_month
1542,2024-01-02,298,Headphones,3,199,597,1
1543,2024-02-14,263,Laptop,2,767,1534,2
1544,2024-03-05,317,Headphones,5,329,1645,3
1545,2024-02-24,304,Monitor,3,377,1131,2
1546,2024-01-13,269,Headphones,3,640,1920,1
1547,2024-03-01,262,Headphones,2,165,330,3
1548,2024-03-10,289,Keyboard,1,422,422,3
1549,2024-03-13,274,Monitor,4,94,376,3
1550,2024-01-16,329,Headphones,1,749,749,1
1551,2024-01-23,316,Keyboard,1,696,696,1
1552,2024-03-10,294,Mouse,1,235,235,3
1553,2024-01-03,242,Monitor,3,598,1794,1
1554,2024-01-21,291,Keyboard,1,799,799,1
1555,2024-01-05,279,Mouse,4,125,500,1
1556,2024-02-09,215,Keyboard,3,360,1080,2
1557,2024-02-22,341,Mouse,3,385,1155,2
1558,2024-02-12,217,Mouse,2,771,1542,2
1559,2024-02-26,309,Mouse,1,847,847,2
1560,2024-03-01,330,Mouse,2,183,366,3
1561,2024-02-27,350,Monitor,4,664,2656,2
1562,2024-03-29,240,Mouse,2,574,1148,3
1563,2024-01-04,290,Mouse,3,745,2235,1
1564,2024-02-06,316,Laptop,5,557,2785,2
1565,2024-02-22,245,Mouse,5,536,2680,2
1566,2024-01-21,210,Keyboard,3,584,1752,1
1567,2024-03-15,310,Laptop,3,899,2697,3
1568,2024-02-26,345,Keyboard,4,786,3144,2
1569,2024-03-21,301,Mouse,5,702,3510,3
1570,2024-01-07,231,Monitor,4,593,2372,1
1571,2024-03-25,235,Monitor,1,41,41,3
1572,2024-03-16,343,Headphones,5,167,835,3
1573,2024-02-03,306,Keyboard,2,440,880,2
1574,2024-02-07,327,Keyboard,4,35,140,2
1575,2024-02-07,237,Keyboard,1,845,845,2
1576,2024-03-04,318,Keyboard,3,554,1662,3
1577,2024-03-08,245,Laptop,1,293,293,3
1578,2024-03-12,215,Headphones,3,190,570,3
1579,2024-01-02,253,Mouse,2,625,1250,1
1580,2024-03-30,311,Keyboard,5,266,1330,3
1581,2024-03-25,243,Keyboard,2,21,42,3
1582,2024-03-31,218,Monitor,2,620,1240,3
1583,2024-03-11,259,Monitor,2,697,1394,3
1584,2024-03-03,339,Headphones,1,463,463,3
1585,2024-01-02,344,Headphones,5,275,1375,1
1586,2024-02-25,325,Laptop,3,771,2313,2
1587,2024-03-16,345,Headphones,5,361,1805,3
1588,2024-02-13,329,Laptop,4,826,3304,2
1589,2024-03-16,273,Mouse,3,213,639,3
1590,2024-03-15,219,Mouse,5,735,3675,3
1591,2024-03-17,284,Keyboard,3,423,1269,3
1592,2024-01-18,281,Laptop,4,156,624,1
1593,2024-02-08,302,Headphones,1,820,820,2
1594,2024-03-27,324,Mouse,5,579,2895,3
1595,2024-03-17,287,Monitor,4,238,952,3
1596,2024-01-27,300,Laptop,1,608,608,1
1597,2024-01-27,348,Keyboard,5,195,975,1
1598,2024-03-09,226,Monitor,3,177,531,3
1599,2024-01-31,272,Keyboard,2,341,682,1
1600,2024-03-28,335,Keyboard,1,648,648,3
1601,2024-02-12,248,Monitor,3,347,1041,2
1602,2024-01-07,349,Monitor,2,402,804,1
1603,2024-01-31,346,Headphones,2,396,792,1
1604,2024-03-16,211,Laptop,3,760,2280,3
1605,2024-02-20,263,Mouse,4,147,588,2
1606,2024-03-18,202,Headphones,4,776,3104,3
1607,2024-01-15,265,Laptop,2,757,1514,1
1608,2024-01-16,313,Laptop,5,785,3925,1
1609,2024-03-24,242,Monitor,5,251,1255,3
1610,2024-03-22,326,Monitor,3,606,1818,3
1611,2024-01-23,253,Keyboard,1,756,756,1
1612,2024-01-13,213,Headphones,5,924,4620,1
1613,2024-02-28,318,Keyboard,4,788,3152,2
1614,2024-02-23,342,Mouse,1,244,244,2
1615,2024-02-28,328,Keyboard,5,115,575,2
1616,2024-02-18,255,Mouse,1,894,894,2
1617,2024-03-25,230,Mouse,4,531,2124,3
1618,2024-03-16,218,Laptop,1,807,807,3
1619,2024-03-29,200,Keyboard,4,144,576,3
1620,2024-03-10,208,Headphones,4,627,2508,3
1621,2024-03-23,253,Headphones,4,935,3740,3
1622,2024-02-29,344,Headphones,1,663,663,2
1623,2024-03-27,284,Headphones,5,541,2705,3
1624,2024-01-18,277,Laptop,3,440,1320,1
1625,2024-03-14,263,Keyboard,5,588,2940,3
1626,2024-02-01,212,Monitor,4,244,976,2
1627,2024-02-18,270,Mouse,5,677,3385,2
1628,2024-03-26,346,Mouse,3,212,636,3
1629,2024-03-18,320,Laptop,3,32,96,3
1630,2024-03-01,271,Laptop,4,753,3012,3
1631,2024-02-28,239,Headphones,5,712,3560,2
1632,2024-02-05,226,Headphones,3,924,2772,2
1633,2024-02-12,301,Mouse,4,549,2196,2
1634,2024-01-07,218,Keyboard,4,582,2328,1
1635,2024-03-11,260,Monitor,4,683,2732,3
1636,2024-01-09,333,Monitor,1,45,45,1
1637,2024-02-13,255,Laptop,4,922,3688,2
1638,2024-01-30,269,Monitor,1,683,683,1
1639,2024-02-16,322,Headphones,1,722,722,2
1640,2024-01-01,287,Laptop,3,69,207,1
1641,2024-03-01,206,Laptop,4,933,3732,3
1642,2024-03-13,334,Laptop,1,622,622,3
1643,2024-02-25,227,Laptop,2,599,1198,2
1644,2024-02-21,223,Mouse,3,276,828,2
1645,2024-03-03,313,Headphones,3,32,96,3
1646,2024-01-11,330,Mouse,2,594,1188,1
1647,2024-03-06,226,Mouse,3,427,1281,3
1648,2024-02-04,348,Keyboard,2,45,90,2
1649,2024-02-01,274,Laptop,3,583,1749,2
1650,2024-03-24,306,Mouse,5,869,4345,3
1651,2024-02-22,246,Headphones,5,295,1475,2
1652,2024-02-02,268,Headphones,3,239,717,2
1653,2024-03-29,268,Monitor,3,747,2241,3
1654,2024-02-19,211,Monitor,2,838,1676,2
1655,2024-02-12,316,Mouse,4,362,1448,2
1656,2024-03-17,318,Monitor,4,665,2660,3
1657,2024-02-20,286,Headphones,3,228,684,2
1658,2024-01-21,337,Mouse,2,836,1672,1
1659,2024-03-02,210,Laptop,4,123,492,3
1660,2024-03-20,282,Laptop,3,60,180,3
1661,2024-02-26,253,Mouse,1,845,845,2
1662,2024-03-28,318,Mouse,4,410,1640,3
1663,2024-02-13,215,Headphones,1,532,532,2
1664,2024-01-30,268,Headphones,5,278,1390,1
1665,2024-03-31,216,Monitor,2,396,792,3
1666,2024-03-21,227,Monitor,4,372,1488,3
1667,2024-02-10,219,Keyboard,4,773,3092,2
1668,2024-03-08,203,Keyboard,3,115,345,3
1669,2024-01-14,296,Headphones,3,236,708,1
1670,2024-01-17,347,Headphones,1,639,639,1
1671,2024-01-29,225,Monitor,3,833,2499,1
1672,2024-03-11,291,Mouse,5,216,1080,3
1673,2024-01-12,231,Keyboard,1,616,616,1
1674,2024-01-26,329,Laptop,2,143,286,1
1675,2024-02-29,239,Headphones,1,547,547,2
1676,2024-03-03,214,Laptop,3,404,1212,3
1677,2024-02-11,269,Headphones,4,912,3648,2
1678,2024-01-27,282,Mouse,5,93,465,1
1679,2024-02-03,333,Keyboard,1,38,38,2
1680,2024-01-23,270,Keyboard,5,302,1510,1
1681,2024-02-26,238,Keyboard,1,644,644,2
1682,2024-03-11,210,Headphones,1,102,102,3
1683,2024-02-18,318,Laptop,3,282,846,2
1684,2024-03-20,344,Laptop,1,232,232,3
1685,2024-01-27,218,Laptop,3,666,1998,1
1686,2024-03-24,275,Keyboard,5,368,1840,3
1687,2024-02-07,241,Keyboard,2,849,1698,2
1688,2024-03-24,233,Laptop,2,730,1460,3
1689,2024-02-06,225,Laptop,1,51,51,2
1690,2024-02-26,269,Mouse,5,720,3600,2
1691,2024-02-15,334,Laptop,5,319,1595,2
1692,2024-03-29,279,Laptop,1,343,343,3
1693,2024-03-25,232,Laptop,3,36,108,3
1694,2024-02-11,294,Keyboard,1,383,383,2
1695,2024-03-01,329,Laptop,2,627,1254,3
1696,2024-03-09,328,Keyboard,5,781,3905,3
1697,2024-03-19,233,Monitor,5,712,3560,3
1698,2024-02-24,207,Mouse,4,162,648,2
1699,2024-01-29,278,Headphones,1,394,394,1
1700,2024-02-06,262,Laptop,2,395,790,2
1701,2024-01-01,348,Monitor,1,676,676,1
1702,2024-03-12,341,Keyboard,2,203,406,3
1703,2024-03-28,245,Keyboard,5,741,3705,3
1704,2024-01-28,205,Laptop,2,240,480,1
1705,2024-01-21,273,Monitor,1,556,556,1
1706,2024-02-19,241,Laptop,4,904,3616,2
1707,2024-01-30,334,Keyboard,1,719,719,1
1708,2024-03-22,206,Laptop,3,611,1833,3
1709,2024-01-13,342,Monitor,3,404,1212,1
1710,2024-02-16,313,Monitor,3,301,903,2
1711,2024-03-03,207,Laptop,1,733,733,3
1712,2024-03-28,320,Monitor,4,495,1980,3
1713,2024-02-28,277,Monitor,1,906,906,2
1714,2024-01-21,218,Monitor,1,238,238,1
1715,2024-02-01,350,Monitor,2,726,1452,2
1716,2024-02-04,251,Headphones,5,824,4120,2
1717,2024-01-09,329,Keyboard,5,904,4520,1
1718,2024-01-15,273,Mouse,1,671,671,1
1719,2024-01-08,293,Keyboard,2,282,564,1
1720,2024-01-19,238,Mouse,4,468,1872,1
1721,2024-03-20,262,Mouse,5,669,3345,3
1722,2024-02-10,303,Headphones,3,729,2187,2
1723,2024-01-21,202,Mouse,3,765,2295,1
1724,2024-03-28,246,Laptop,4,260,1040,3
1725,2024-03-19,227,Monitor,1,297,297,3
1726,2024-03-31,258,Headphones,2,800,1600,3
1727,2024-01-02,334,Keyboard,2,221,442,1
1728,2024-02-02,264,Mouse,1,776,776,2
1729,2024-01-14,231,Keyboard,4,888,3552,1
1730,2024-03-04,297,Laptop,4,260,1040,3
1731,2024-02-24,262,Monitor,3,703,2109,2
1732,2024-01-04,316,Mouse,3,480,1440,1
1733,2024-01-09,312,Monitor,3,202,606,1
1734,2024-02-27,282,Monitor,3,724,2172,2
1735,2024-02-13,219,Headphones,2,772,1544,2
1736,2024-02-06,273,Mouse,2,361,722,2
1737,2024-03-16,317,Keyboard,5,682,3410,3
1738,2024-03-16,233,Laptop,2,739,1478,3
1739,2024-02-15,257,Keyboard,5,906,4530,2
1740,2024-01-09,226,Keyboard,5,270,1350,1
1741,2024-02-27,310,Headphones,1,622,622,2
1742,2024-01-25,293,Monitor,2,603,1206,1
1743,2024-03-10,200,Headphones,1,565,565,3
1744,2024-01-09,342,Laptop,3,943,2829,1
1745,2024-03-07,226,Keyboard,5,629,3145,3
1746,2024-01-28,244,Monitor,2,293,586,1
1747,2024-03-09,302,Headphones,4,187,748,3
1748,2024-01-25,218,Monitor,2,632,1264,1
1749,2024-01-13,208,Monitor,3,651,1953,1
1750,2024-03-12,275,Laptop,5,888,4440,3
1751,2024-03-19,254,Monitor,2,377,754,3
1752,2024-01-12,255,Keyboard,1,660,660,1
1753,2024-03-18,239,Headphones,4,99,396,3
1754,2024-03-15,346,Monitor,2,638,1276,3
1755,2024-03-13,249,Mouse,2,865,1730,3
1756,2024-01-09,266,Laptop,4,386,1544,1
1757,2024-01-07,285,Headphones,3,51,153,1
1758,2024-01-22,269,Headphones,2,95,190,1
1759,2024-03-11,300,Laptop,4,275,1100,3
1760,2024-02-01,250,Laptop,1,918,918,2
1761,2024-01-07,297,Keyboard,5,643,3215,1
1762,2024-01-15,302,Keyboard,1,211,211,1
1763,2024-01-04,273,Keyboard,2,936,1872,1
1764,2024-03-24,272,Keyboard,5,363,1815,3
1765,2024-03-19,318,Keyboard,3,878,2634,3
1766,2024-03-01,328,Headphones,2,762,1524,3
1767,2024-02-03,204,Mouse,2,306,612,2
1768,2024-02-19,316,Headphones,5,74,370,2
1769,2024-02-17,308,Headphones,5,912,4560,2
1770,2024-03-15,200,Mouse,1,230,230,3
1771,2024-02-12,297,Laptop,3,467,1401,2
1772,2024-01-23,327,Monitor,2,614,1228,1
1773,2024-01-12,308,Mouse,2,877,1754,1
1774,2024-01-31,269,Headphones,3,602,1806,1
1775,2024-01-15,246,Headphones,2,690,1380,1
1776,2024-02-20,210,Monitor,4,439,1756,2
1777,2024-01-18,241,Laptop,5,395,1975,1
1778,2024-02-19,242,Laptop,1,638,638,2
1779,2024-01-28,210,Mouse,5,504,2520,1
1780,2024-02-24,279,Monitor,1,667,667,2
1781,2024-01-27,210,Laptop,4,561,2244,1
1782,2024-03-10,330,Keyboard,4,94,376,3
1783,2024-02-04,341,Headphones,5,273,1365,2
1784,2024-02-18,227,Laptop,3,678,2034,2
1785,2024-03-15,210,Laptop,3,496,1488,3
1786,2024-02-27,299,Laptop,3,227,681,2
1787,2024-03-06,330,Laptop,4,43,172,3
1788,2024-02-25,302,Laptop,4,276,1104,2
1789,2024-01-29,206,Monitor,2,887,1774,1
1790,2024-02-21,242,Mouse,4,191,764,2
1791,2024-03-21,277,Monitor,5,588,2940,3
1792,2024-02-26,309,Keyboard,3,336,1008,2
1793,2024-02-05,213,Monitor,4,352,1408,2
1794,2024-02-16,322,Monitor,5,709,3545,2
1795,2024-03-07,218,Mouse,4,168,672,3
1796,2024-02-27,313,Laptop,1,336,336,2
1797,2024-01-02,237,Laptop,4,842,3368,1
1798,2024-03-05,333,Laptop,1,438,438,3
1799,2024-01-21,284,Keyboard,3,839,2517,1
1800,2024-01-27,325,Headphones,4,225,900,1
1801,2024-02-19,296,Monitor,4,781,3124,2
1802,2024-01-16,314,Headphones,4,235,940,1
1803,2024-01-19,274,Headphones,2,769,1538,1
1804,2024-03-21,204,Laptop,3,263,789,3
1805,2024-02-23,302,Laptop,3,360,1080,2
1806,2024-02-28,311,Keyboard,5,218,1090,2
1807,2024-03-16,306,Mouse,4,943,3772,3
1808,2024-01-31,308,Keyboard,1,190,190,1
1809,2024-03-14,316,Mouse,3,217,651,3
1810,2024-01-03,267,Mouse,4,99,396,1
1811,2024-03-17,241,Mouse,5,554,2770,3
1812,2024-03-25,316,Monitor,2,525,1050,3
1813,2024-03-25,306,Keyboard,2,905,1810,3
1814,2024-01-12,207,Keyboard,4,872,3488,1
1815,2024-02-12,332,Laptop,3,199,597,2
1816,2024-03-02,290,Monitor,1,85,85,3
1817,2024-01-29,282,Mouse,5,571,2855,1
1818,2024-01-14,331,Keyboard,4,523,2092,1
1819,2024-03-11,256,Keyboard,1,807,807,3
1820,2024-01-02,239,Monitor,1,800,800,1
1821,2024-02-18,206,Monitor,5,149,745,2
1822,2024-03-01,345,Keyboard,3,174,522,3
1823,2024-01-31,247,Laptop,1,815,815,1
1824,2024-01-28,257,Headphones,3,80,240,1
1825,2024-03-15,289,Keyboard,1,97,97,3
1826,2024-02-17,241,Monitor,5,437,2185,2
1827,2024-03-31,316,Headphones,3,214,642,3
1828,2024-02-16,269,Monitor,2,545,1090,2
1829,2024-02-20,227,Mouse,2,250,500,2
1830,2024-02-05,262,Mouse,5,884,4420,2
1831,2024-03-09,273,Keyboard,2,305,610,3
1832,2024-01-09,223,Headphones,1,709,709,1
1833,2024-03-22,256,Keyboard,1,295,295,3
1834,2024-01-21,256,Headphones,1,456,456,1
1835,2024-03-10,261,Mouse,4,256,1024,3
1836,2024-01-20,234,Keyboard,2,84,168,1
1837,2024-03-10,346,Headphones,5,303,1515,3
1838,2024-03-28,273,Headphones,3,715,2145,3
1839,2024-01-03,236,Monitor,4,217,868,1
1840,2024-02-28,345,Mouse,4,940,3760,2
1841,2024-03-14,229,Laptop,3,900,2700,3
1842,2024-01-02,345,Monitor,5,532,2660,1
1843,2024-02-06,241,Headphones,3,491,1473,2
1844,2024-03-25,271,Keyboard,2,522,1044,3
1845,2024-02-01,340,Headphones,1,921,921,2
1846,2024-02-29,273,Monitor,3,130,390,2
1847,2024-02-26,317,Mouse,2,310,620,2
1848,2024-02-27,200,Headphones,3,366,1098,2
1849,2024-01-14,274,Mouse,5,705,3525,1
1850,2024-01-04,275,Monitor,4,527,2108,1
1851,2024-01-25,207,Laptop,2,543,1086,1
1852,2024-03-02,322,Keyboard,3,598,1794,3
1853,2024-03-19,251,Laptop,5,427,2135,3
1854,2024-01-21,289,Keyboard,3,107,321,1
1855,2024-03-04,232,Headphones,2,677,1354,3
1856,2024-03-29,210,Keyboard,4,95,380,3
1857,2024-02-07,308,Mouse,1,224,224,2
1858,2024-03-26,216,Headphones,1,284,284,3
1859,2024-02-21,324,Laptop,2,286,572,2
1860,2024-01-14,242,Monitor,3,813,2439,1
1861,2024-03-14,322,Laptop,2,868,1736,3
1862,2024-03-05,294,Keyboard,3,239,717,3
1863,2024-01-07,248,Headphones,3,903,2709,1
1864,2024-03-07,329,Laptop,5,552,2760,3
1865,2024-03-24,303,Keyboard,5,500,2500,3
1866,2024-03-11,234,Headphones,2,565,1130,3
1867,2024-02-08,319,Headphones,2,856,1712,2
1868,2024-03-25,240,Laptop,5,621,3105,3
1869,2024-02-10,329,Headphones,2,85,170,2
1870,2024-03-07,216,Monitor,1,437,437,3
1871,2024-01-02,318,Headphones,3,433,1299,1
1872,2024-03-06,290,Laptop,5,647,3235,3
1873,2024-03-04,236,Keyboard,5,878,4390,3
1874,2024-03-05,305,Keyboard,1,885,885,3
1875,2024-01-05,255,Monitor,5,588,2940,1
1876,2024-03-07,271,Monitor,2,109,218,3
1877,2024-01-31,232,Keyboard,1,919,919,1
1878,2024-02-09,216,Headphones,2,692,1384,2
1879,2024-02-26,240,Keyboard,1,284,284,2
1880,2024-02-13,289,Laptop,5,684,3420,2
1881,2024-01-17,236,Laptop,4,620,2480,1
1882,2024-01-04,263,Headphones,2,80,160,1
1883,2024-02-05,248,Monitor,4,253,1012,2
1884,2024-02-23,204,Headphones,5,40,200,2
1885,2024-01-29,211,Keyboard,4,504,2016,1
1886,2024-01-10,246,Mouse,4,664,2656,1
1887,2024-02-13,277,Monitor,5,816,4080,2
1888,2024-01-21,288,Keyboard,2,632,1264,1
1889,2024-01-23,349,Monitor,2,47,94,1
1890,2024-01-19,278,Laptop,5,439,2195,1
1891,2024-02-29,339,Monitor,5,862,4310,2
1892,2024-01-10,337,Monitor,4,338,1352,1
1893,2024-03-12,237,Keyboard,3,459,1377,3
1894,2024-03-06,302,Headphones,3,792,2376,3
1895,2024-01-02,312,Mouse,1,559,559,1
1896,2024-03-21,308,Laptop,3,28,84,3
1897,2024-01-20,215,Monitor,1,203,203,1
1898,2024-03-08,259,Headphones,1,639,639,3
1899,2024-01-28,235,Mouse,3,844,2532,1
1900,2024-03-18,295,Keyboard,2,606,1212,3
1901,2024-01-14,240,Laptop,3,690,2070,1
1902,2024-02-09,256,Laptop,1,505,505,2
1903,2024-02-13,290,Headphones,1,466,466,2
1904,2024-01-28,256,Monitor,4,620,2480,1
1905,2024-03-20,343,Headphones,3,126,378,3
1906,2024-01-20,268,Keyboard,2,367,734,1
1907,2024-03-29,202,Monitor,1,870,870,3
1908,2024-01-03,232,Mouse,4,816,3264,1
1909,2024-03-07,228,Laptop,5,574,2870,3
1910,2024-03-02,226,Keyboard,5,465,2325,3
1911,2024-01-12,212,Monitor,4,566,2264,1
1912,2024-03-12,329,Keyboard,4,813,3252,3
1913,2024-03-28,345,Headphones,2,304,608,3
1914,2024-01-14,313,Keyboard,3,874,2622,1
1915,2024-01-20,296,Mouse,4,618,2472,1
1916,2024-01-15,216,Keyboard,3,384,1152,1
1917,2024-01-19,259,Headphones,1,836,836,1
1918,2024-02-13,261,Monitor,5,291,1455,2
1919,2024-01-08,299,Monitor,1,609,609,1
1920,2024-01-08,277,Monitor,2,762,1524,1
1921,2024-03-09,293,Keyboard,1,183,183,3
1922,2024-03-29,292,Mouse,1,932,932,3
1923,2024-01-30,297,Headphones,4,881,3524,1
1924,2024-01-14,287,Mouse,2,359,718,1
1925,2024-02-24,315,Keyboard,4,916,3664,2
1926,2024-01-01,234,Mouse,1,715,715,1
1927,2024-02-02,333,Monitor,3,524,1572,2
1928,2024-01-15,301,Monitor,4,537,2148,1
1929,2024-01-14,237,Monitor,4,181,724,1
1930,2024-03-16,308,Keyboard,3,547,1641,3
1931,2024-01-19,314,Laptop,5,589,2945,1
1932,2024-01-27,265,Headphones,5,713,3565,1
1933,2024-03-22,309,Laptop,4,213,852,3
1934,2024-01-11,287,Laptop,5,537,2685,1
1935,2024-01-09,290,Laptop,4,686,2744,1
1936,2024-03-17,227,Monitor,4,575,2300,3
1937,2024-03-26,214,Laptop,5,179,895,3
1938,2024-02-25,309,Headphones,3,913,2739,2
1939,2024-01-05,214,Laptop,2,596,1192,1
1940,2024-01-29,310,Laptop,2,100,200,1
1941,2024-01-20,309,Laptop,1,397,397,1
1942,2024-02-19,337,Keyboard,5,757,3785,2
1943,2024-01-20,329,Mouse,5,99,495,1
1944,2024-01-19,266,Mouse,4,873,3492,1
1945,2024-02-18,213,Headphones,5,111,555,2
1946,2024-03-31,240,Keyboard,3,38,114,3
1947,2024-03-27,248,Headphones,1,446,446,3
1948,2024-01-31,289,Laptop,5,544,2720,1
1949,2024-02-20,213,Keyboard,1,822,822,2
1950,2024-01-23,310,Keyboard,5,867,4335,1
1951,2024-02-03,248,Laptop,3,651,1953,2
1952,2024-01-02,290,Monitor,5,568,2840,1
1953,2024-03-18,242,Headphones,4,674,2696,3
1954,2024-03-14,292,Monitor,5,181,905,3
1955,2024-02-26,316,Monitor,4,47,188,2
1956,2024-01-13,226,Headphones,1,819,819,1
1957,2024-03-09,307,Headphones,5,622,3110,3
1958,2024-03-26,216,Monitor,5,379,1895,3
1959,2024-03-28,223,Mouse,1,712,712,3
1960,2024-02-08,280,Headphones,4,627,2508,2
1961,2024-01-26,224,Mouse,2,198,396,1
1962,2024-03-21,223,Laptop,3,612,1836,3
1963,2024-03-28,271,Laptop,3,710,2130,3
1964,2024-01-07,227,Keyboard,2,298,596,1
1965,2024-01-18,279,Headphones,4,678,2712,1
1966,2024-01-15,256,Keyboard,2,161,322,1
1967,2024-03-05,268,Headphones,1,139,139,3
1968,2024-03-21,291,Headphones,5,93,465,3
1969,2024-01-06,235,Laptop,2,609,1218,1
1970,2024-02-01,239,Laptop,5,24,120,2
1971,2024-03-31,313,Laptop,2,784,1568,3
1972,2024-02-21,283,Headphones,1,573,573,2
1973,2024-01-04,276,Monitor,3,582,1746,1
1974,2024-01-14,293,Headphones,5,226,1130,1
1975,2024-03-15,269,Laptop,5,158,790,3
1976,2024-01-01,248,Laptop,3,266,798,1
1977,2024-02-04,337,Headphones,5,286,1430,2
1978,2024-01-24,330,Keyboard,4,610,2440,1
1979,2024-03-31,235,Laptop,2,79,158,3
1980,2024-01-28,264,Keyboard,4,729,2916,1
1981,2024-01-23,215,Monitor,4,241,964,1
1982,2024-02-21,262,Headphones,1,799,799,2
1983,2024-03-16,259,Headphones,4,556,2224,3
1984,2024-01-17,219,Mouse,3,721,2163,1
1985,2024-01-19,340,Headphones,1,587,587,1
1986,2024-02-19,338,Keyboard,4,914,3656,2
1987,2024-01-17,256,Keyboard,3,327,981,1
1988,2024-01-01,275,Mouse,4,127,508,1
1989,2024-02-15,295,Monitor,2,824,1648,2
1990,2024-01-31,268,Mouse,3,760,2280,1
1991,2024-03-14,246,Keyboard,4,807,3228,3
1992,2024-01-30,313,Monitor,3,456,1368,1
1993,2024-03-21,281,Laptop,5,821,4105,3
1994,2024-02-29,311,Laptop,2,884,1768,2
1995,2024-01-22,204,Laptop,1,315,315,1
1996,2024-03-08,345,Mouse,4,68,272,3
1997,2024-01-25,213,Headphones,3,269,807,1
1998,2024-02-26,219,Headphones,2,142,284,2
1999,2024-03-13,200,Monitor,5,889,4445,3
2000,2024-02-06,254,Laptop,3,681,2043,2
